"#","Afirmación","Sujeto","Predicado","Objeto","Atribución","Fuente","Aceptación","Fuerza","Motivo","Resolución","Vigencia"
"C-001","Adl et al. 2019 es la autoridad de clasificación eucariota adoptada en esta parte.","clasificación eucariota de esta parte","respaldado_por","Adl et al. 2019","glosa","n/a","no evaluado","alta","Es una convención documental explícita, no una inferencia sobre la topología.","resuelta","vigente"
"C-994","Microscopía electrónica mostró células de Arcobacter conectadas a Lenisia limosa por estructuras semejantes a pili.","Arcobacter epibionte de Lenisia","posee_rasgo","contacto mediante estructura semejante a pilus","expresa","S210 fig. 1 y microscopía","no evaluado","alta","La estructura se observó directamente en SEM y TEM.","resuelta","vigente"
"C-995","Hamann y colaboradores interpretaron la asociación como intercambio de hidrógeno desde Lenisia hacia Arcobacter.","Lenisia limosa","intercambia_metabolito_con*","H₂ hacia Arcobacter","expresa","S210 resumen; resultados metabólicos","no evaluado","media","Transcriptómica, inhibición y tratamientos de hidrógeno convergen en esa dirección.","resuelta","vigente"
"C-996","Una hidrogenasa aceptora de NAD(P)H de Lenisia se expresó solamente en presencia de Arcobacter en los experimentos publicados.","Lenisia limosa","posee_rasgo","expresión condicional de hidrogenasa aceptora de NAD(P)H","expresa","S210 resultados transcriptómicos","no evaluado","media","La diferencia se midió entre condiciones con y sin el epibionte.","resuelta","vigente"
"C-997","La ruta fermentativa asociada con Arcobacter fue calculada por los autores como capaz de producir el doble de ATP que la ruta alternativa comparada.","ruta fermentativa de Lenisia con Arcobacter","tiene_valor_medido","dos veces el ATP teórico de la ruta alternativa","expresa","S210 discusión metabólica","no evaluado","baja","Es un rendimiento estequiométrico calculado, no una medición calorimétrica directa.","parcialmente resuelta","vigente"
"C-998","Arcobacter puede usar óxido nitroso como aceptor de electrones en el sistema experimental.","Arcobacter epibionte de Lenisia","posee_rasgo","respiración con N₂O","expresa","S210 resultados","no evaluado","alta","La actividad se evaluó mediante manipulación del aceptor y respiración.","resuelta","vigente"
"C-999","La inhibición del metabolismo de N₂O redujo el crecimiento y la respiración del protista en el sistema experimental.","inhibición de la respiración de Arcobacter","reduce*","crecimiento y respiración de Lenisia","expresa","S210 resultados","no evaluado","alta","El efecto se replicó en experimentos independientes.","resuelta","vigente"
"C-1000","Proteínas de Arcobacter anotadas como factores de virulencia bacteriana pueden participar en una asociación mutualista en Lenisia.","proteínas de Arcobacter","converge_con","factores usados en interacciones patógenas y mutualistas","expresa","S210 discusión","no evaluado","baja","La anotación homóloga no determina por sí sola el signo ecológico de la interacción.","parcialmente resuelta","vigente"
"C-1001","En microcosmos de breviados, el crecimiento se asoció con funciones metabólicas del microbioma más que con una única identidad bacteriana.","supervivencia de breviados anaerobios","respaldado_por","función metabólica del microbioma","expresa","S225 resumen y resultados","no evaluado","alta","Cinco microcosmos recuperaron socios taxonómicamente distintos con funciones comparables.","resuelta","vigente"
"C-1002","Arcobacteraceae, Desulfovibrionaceae y Terasakiella fueron identificados como candidatos funcionales en distintos microcosmos de breviados.","microbiomas de breviados","posee_rasgo","socios candidatos de varias familias bacterianas","expresa","S225 resultados","no evaluado","baja","La asociación se apoya en abundancia y función inferida, no en cocultivos axénicos para todos los candidatos.","parcialmente resuelta","vigente"
"C-1003","Los intentos de mantener axénicos a los breviados estudiados no tuvieron éxito.","breviados anaerobios de S225","posee_rasgo","dependencia de comunidad en cultivo","expresa","S225 métodos y discusión","no evaluado","baja","El fracaso de axenización es empírico pero no identifica una especie obligatoria única.","parcialmente resuelta","vigente"
"C-1004","El estudio de microcosmos no detectó una señal significativa de codiversificación entre cada breviado y una bacteria concreta.","breviados y bacterias asociadas","no_posee_rasgo*","codiversificación significativa localizada","expresa","S225 discusión","no evaluado","baja","El resultado depende del muestreo y de las filogenias disponibles.","parcialmente resuelta","vigente"
"C-1005","El sistema Lenisia–Arcobacter ilustra una asociación externa basada en eliminación de productos reductores.","Lenisia–Arcobacter","clasificado_como_por","sintrofía externa funcional","sintesis(C-995, C-996, C-997, C-1001)","S210; S225","no evaluado","alta","El socio consume equivalentes reductores y mejora el balance metabólico del hospedador.","resuelta","vigente"
"C-1006","Lenisia–Arcobacter no constituye una observación de la asociación que originó la mitocondria.","Lenisia–Arcobacter","no_equivale_a*","asociación ancestral mitocondrial no observada","sintesis(C-993, C-994, C-995, C-996, C-997, C-998, C-999, C-1000, C-1001, C-1002, C-1003, C-1004, C-1005)","n/a; síntesis de C-993–C-1005","no evaluado","alta","Es un comparando actual de mecanismo, no una población ancestral preservada.","resuelta","vigente"
"C-1007","Consorcios de arqueas metanotróficas anaerobias y bacterias reductoras de sulfato ocupan zonas de transición metano–sulfato.","consorcios ANME–SRB","posee_habitat*","transición metano–sulfato","expresa","S226 introducción","no evaluado","alta","El proceso y la zonación se miden geoquímica y microbiológicamente.","resuelta","vigente"
"C-1008","Wegener y colaboradores estudiaron consorcios termófilos ANME-1–HotSeep-1 a 60 °C.","consorcio ANME-1–HotSeep-1","tiene_valor_medido","60 °C","expresa","S226 métodos y resultados","no evaluado","alta","La temperatura corresponde a la incubación experimental del consorcio.","resuelta","vigente"
"C-1009","La adición de H₂ reprimió la oxidación de metano en el consorcio termófilo estudiado.","adición de H₂ al consorcio ANME-1–HotSeep-1","reduce*","oxidación anaerobia de metano","expresa","S226 resultados","no evaluado","alta","El efecto fue medido en incubaciones.","resuelta","vigente"
"C-1010","Citocromos multihemo, estructuras tipo pili y conexiones entre células apoyaron transferencia directa de electrones entre ANME y SRB.","consorcio ANME-1–HotSeep-1","respaldado_por","transferencia eléctrica intercelular directa","expresa","S226 resultados y discusión","no evaluado","media","Convergen expresión, ultraestructura y respuesta metabólica.","parcialmente resuelta","vigente"
"C-1011","Aceptores artificiales solubles permitieron oxidación de metano por ANME sin reducción simultánea de sulfato por el socio bacteriano.","ANME con aceptores artificiales","posee_rasgo","oxidación de metano desacoplada de SRB","expresa","S227 resumen y resultados","no evaluado","media","El desacoplamiento fue producido experimentalmente.","resuelta","vigente"
"C-1012","La dependencia ecológica de un consorcio ANME–SRB no implica incapacidad catabólica absoluta de ANME para transferir electrones a otros aceptores.","dependencia ANME–SRB","no_implica*","imposibilidad de desacoplamiento experimental","sintesis(C-1010, C-1011)","S226; S227","no evaluado","alta","Los aceptores artificiales separan la reacción arqueana de la bacteriana.","resuelta","vigente"
"C-1013","Los consorcios ANME–SRB ilustran que una asociación puede ser estable sin endocitosis ni transmisión hereditaria conjunta.","consorcio ANME–SRB","clasificado_como_por","dependencia metabólica extracelular","sintesis(C-1008, C-1012)","S226; S227","no evaluado","alta","La geometría es consorcial y el acoplamiento ocurre mediante electrones.","resuelta","vigente"
"C-1014","Pelomyxa palustris es una ameba anaerobia o microaerobia que alberga varios procariotas intracelulares.","Pelomyxa palustris","es_huesped_de","consorcio procariota intracelular","expresa","S231 resumen; S233 introducción","no evaluado","alta","Microscopía y secuenciación recuperan múltiples socios.","resuelta","vigente"
"C-1015","Un aislamiento de 1988 atribuyó Methanobacterium formicicum a Pelomyxa palustris.","Methanobacterium formicicum DSM 3637","clasificado_como_por","endosimbionte de Pelomyxa palustris","expresa","S232 resumen","no evaluado","media","El aislamiento fue publicado, pero la identidad de origen fue revisada después.","sin resolver","histórica"
"C-1016","El aislado atribuido a Pelomyxa midió aproximadamente 3 × 0,4 µm.","aislado histórico Methanobacterium formicicum","tiene_valor_medido","3 × 0,4 µm","expresa","S232 descripción [sin localizar con mayor precisión]","no evaluado","alta","La morfometría fue medida en cultivo puro.","resuelta","histórica"
"C-1017","El aislado histórico tuvo tiempos de generación de 10 h con H₂/CO₂ y 12 h con formiato.","aislado histórico Methanobacterium formicicum","tiene_valor_medido","10 h con H₂/CO₂; 12 h con formiato","expresa","S232 resultados","no evaluado","alta","Los tiempos se midieron en cultivo; su procedencia endosimbiótica es la parte cuestionada.","resuelta","histórica"
"C-1018","El estudio de 2017 no detectó Methanobacterium formicicum en las Pelomyxa examinadas.","Pelomyxa palustris de S231","no_es_huesped_de*","Methanobacterium formicicum detectable","expresa","S231 resumen y resultados","no evaluado","media","Secuenciación y pruebas dirigidas no recuperaron el taxón.","resuelta","vigente"
"C-1019","Gutiérrez y colaboradores consideraron probable que el aislado histórico fuera un contaminante de vida libre.","afirmación C-1015","cuestionado_por","evidencia genómica y ausencia en Pelomyxa reexaminada","expresa","S231 discusión","no evaluado","baja","La crítica explica la inconsistencia pero no permite reconstruir la muestra de 1988.","sin resolver","vigente"
"C-1020","El consorcio de Pelomyxa schiedti usa metanogénesis hidrogenotrófica como proceso central de consumo de H₂.","Pelomyxa schiedti y sus endosimbiontes","posee_rasgo","metanogénesis hidrogenotrófica central","expresa","S233 resumen y resultados","no evaluado","alta","Genómica y transcriptómica unicelular enlazan producción y consumo de H₂.","resuelta","vigente"
"C-1021","La identidad del metanógeno de Pelomyxa palustris no puede fijarse universalmente a partir del aislamiento de 1988.","endosimbionte metanógeno de Pelomyxa palustris no identificado con certeza","tiene_identidad*","sin resolver","sintesis(C-1016, C-1019, C-1020)","S231; S232; S233","no evaluado","alta","Muestras, especies hospedadoras e identidades microbianas no coinciden.","sin resolver","vigente"
"C-1022","Un estudio de 2024 examinó metanógenos endosimbióticos en 32 especies de ciliados anaerobios de vida libre.","muestreo de ciliados anaerobios de S234","tiene_valor_medido","32 especies","expresa","S234 resumen","no evaluado","alta","El número pertenece al diseño de muestreo publicado.","resuelta","vigente"
